Tamanio,Mejor Caso,Peor Caso,Caso Promedio
120,0.0000363000,0.0000313000,0.0000330000
121,0.0000279000,0.0000292000,0.0000426000
122,0.0000409000,0.0000428000,0.0000476000
123,0.0000388000,0.0000423000,0.0000570000
124,0.0000386000,0.0000344000,0.0000437000
125,0.0000465000,0.0000423000,0.0000435000
126,0.0000354000,0.0000344000,0.0000408000
127,0.0000472000,0.0000399000,0.0000493000
128,0.0000397000,0.0000390000,0.0000413000
129,0.0000409000,0.0000341000,0.0000511000
130,0.0000392000,0.0000555000,0.0000445000
131,0.0000422000,0.0000411000,0.0000558000
132,0.0000431000,0.0000421000,0.0000564000
133,0.0000512000,0.0000544000,0.0000568000
134,0.0000607000,0.0000412000,0.0000418000
135,0.0000360000,0.0000358000,0.0000357000
136,0.0000366000,0.0000360000,0.0000424000
137,0.0000345000,0.0000365000,0.0000431000
138,0.0000366000,0.0000358000,0.0000443000
139,0.0000380000,0.0000382000,0.0000425000
140,0.0000373000,0.0000411000,0.0000389000
141,0.0000312000,0.0000318000,0.0000375000
142,0.0000362000,0.0000357000,0.0000369000
143,0.0000276000,0.0000273000,0.0000332000
144,0.0000292000,0.0000288000,0.0000351000
145,0.0000290000,0.0000354000,0.0000357000
146,0.0000401000,0.0000337000,0.0000409000
147,0.0000358000,0.0000353000,0.0000413000
148,0.0000362000,0.0000347000,0.0000467000
149,0.0000476000,0.0000395000,0.0000445000
150,0.0000352000,0.0000429000,0.0000472000
151,0.0000370000,0.0000368000,0.0000407000
152,0.0000346000,0.0000341000,0.0000409000
153,0.0000333000,0.0000410000,0.0000380000
154,0.0000346000,0.0000415000,0.0000433000
155,0.0000664000,0.0000849000,0.0000933000
156,0.0000658000,0.0000439000,0.0000465000
157,0.0000323000,0.0000316000,0.0000373000
158,0.0000373000,0.0000317000,0.0000370000
159,0.0000325000,0.0000324000,0.0000385000
160,0.0000413000,0.0000436000,0.0000572000
161,0.0000501000,0.0000442000,0.0000433000
162,0.0000392000,0.0000440000,0.0000447000
163,0.0000373000,0.0000306000,0.0000366000
164,0.0000315000,0.0000306000,0.0000366000
165,0.0000317000,0.0000315000,0.0000373000
166,0.0000317000,0.0000311000,0.0000432000
167,0.0000331000,0.0000331000,0.0000392000
168,0.0000333000,0.0000326000,0.0000395000
169,0.0000332000,0.0000332000,0.0000401000
170,0.0000339000,0.0000327000,0.0000436000
171,0.0000328000,0.0000317000,0.0000384000
172,0.0000333000,0.0000321000,0.0000388000
173,0.0000337000,0.0000323000,0.0000394000
174,0.0000335000,0.0000326000,0.0000395000
175,0.0000393000,0.0000349000,0.0000414000
176,0.0000353000,0.0000344000,0.0000420000
177,0.0000359000,0.0000351000,0.0000424000
178,0.0000354000,0.0000350000,0.0000419000
179,0.0000342000,0.0000339000,0.0000411000
180,0.0000344000,0.0000345000,0.0000405000
181,0.0000351000,0.0000354000,0.0000414000
182,0.0000350000,0.0000346000,0.0000467000
183,0.0000379000,0.0000369000,0.0000441000
184,0.0000370000,0.0000371000,0.0000442000
185,0.0000367000,0.0000363000,0.0000437000
186,0.0000370000,0.0000370000,0.0000507000
187,0.0000370000,0.0000367000,0.0000434000
188,0.0000372000,0.0000365000,0.0000447000
189,0.0000376000,0.0000371000,0.0000477000
190,0.0000499000,0.0000633000,0.0000577000
191,0.0000469000,0.0000457000,0.0000594000
192,0.0000502000,0.0000442000,0.0000541000
193,0.0000457000,0.0000405000,0.0000649000
194,0.0000417000,0.0000376000,0.0000456000
195,0.0000420000,0.0000453000,0.0000533000
196,0.0000433000,0.0000454000,0.0000483000
197,0.0000384000,0.0000433000,0.0000455000
198,0.0000379000,0.0000372000,0.0000454000
199,0.0000378000,0.0000377000,0.0000451000
200,0.0000385000,0.0000381000,0.0000452000
201,0.0000446000,0.0000393000,0.0000480000
202,0.0000397000,0.0000398000,0.0000475000
203,0.0000405000,0.0000409000,0.0000476000
204,0.0000407000,0.0000440000,0.0000489000
205,0.0000411000,0.0000399000,0.0000494000
206,0.0000409000,0.0000407000,0.0000489000
207,0.0000418000,0.0000413000,0.0000519000
208,0.0000394000,0.0000390000,0.0000464000
209,0.0000395000,0.0000389000,0.0000472000
210,0.0000403000,0.0000393000,0.0000475000
211,0.0000401000,0.0000435000,0.0000487000
212,0.0000445000,0.0000465000,0.0000588000
213,0.0000423000,0.0000441000,0.0000492000
214,0.0000409000,0.0000405000,0.0000526000
215,0.0000403000,0.0000398000,0.0000488000
216,0.0000410000,0.0000426000,0.0000528000
217,0.0000448000,0.0000401000,0.0000489000
218,0.0000459000,0.0000410000,0.0000488000
219,0.0000415000,0.0000410000,0.0000489000
220,0.0000415000,0.0000411000,0.0000496000
221,0.0000413000,0.0000460000,0.0000502000
222,0.0000418000,0.0000418000,0.0000512000
223,0.0000424000,0.0000412000,0.0000507000
224,0.0000421000,0.0000419000,0.0000562000
225,0.0000431000,0.0000425000,0.0000508000
226,0.0000430000,0.0000423000,0.0000558000
227,0.0000443000,0.0000421000,0.0000584000
228,0.0000437000,0.0000432000,0.0000521000
229,0.0000445000,0.0000479000,0.0000526000
230,0.0000440000,0.0000430000,0.0000526000
231,0.0000438000,0.0000431000,0.0000521000
232,0.0000435000,0.0000434000,0.0000530000
233,0.0000444000,0.0000436000,0.0000536000
234,0.0000481000,0.0000439000,0.0000534000
235,0.0000446000,0.0000440000,0.0000543000
236,0.0000448000,0.0000439000,0.0000545000
237,0.0000502000,0.0000451000,0.0000545000
238,0.0000453000,0.0000452000,0.0000554000
239,0.0000460000,0.0000454000,0.0000548000
240,0.0000510000,0.0000456000,0.0000553000
241,0.0000461000,0.0000458000,0.0000559000
242,0.0000456000,0.0000455000,0.0000551000
243,0.0000517000,0.0000473000,0.0000573000
244,0.0000491000,0.0000486000,0.0000587000
245,0.0000494000,0.0000503000,0.0000620000
246,0.0000540000,0.0000481000,0.0000560000
247,0.0000467000,0.0000466000,0.0000567000
248,0.0000465000,0.0000465000,0.0000569000
249,0.0000476000,0.0000472000,0.0000578000
250,0.0000470000,0.0000475000,0.0000574000
251,0.0000471000,0.0000474000,0.0000624000
252,0.0000497000,0.0000500000,0.0000593000
253,0.0000502000,0.0000491000,0.0000594000
254,0.0000504000,0.0000500000,0.0000641000
255,0.0000493000,0.0000503000,0.0000644000
256,0.0000554000,0.0000502000,0.0000603000
257,0.0000511000,0.0000551000,0.0000607000
258,0.0000513000,0.0000510000,0.0000617000
259,0.0000507000,0.0000512000,0.0000618000
260,0.0000545000,0.0000492000,0.0000599000
261,0.0000495000,0.0000491000,0.0000601000
262,0.0000493000,0.0000491000,0.0000658000
263,0.0000523000,0.0000524000,0.0000633000
264,0.0000529000,0.0000526000,0.0000630000
265,0.0000531000,0.0000594000,0.0000639000
266,0.0000536000,0.0000531000,0.0000643000
267,0.0000538000,0.0000539000,0.0000650000
268,0.0000592000,0.0000522000,0.0000634000
269,0.0000520000,0.0000521000,0.0000635000
270,0.0000514000,0.0000519000,0.0000673000
271,0.0000519000,0.0000519000,0.0000630000
272,0.0000517000,0.0000520000,0.0000638000
273,0.0000522000,0.0000596000,0.0000669000
274,0.0000560000,0.0000557000,0.0000672000
275,0.0000556000,0.0000562000,0.0000718000
276,0.0000563000,0.0000557000,0.0000678000
277,0.0000556000,0.0000565000,0.0000685000
278,0.0000601000,0.0000540000,0.0000650000
279,0.0000539000,0.0000535000,0.0000651000
280,0.0000544000,0.0000535000,0.0000707000
281,0.0000548000,0.0000541000,0.0000660000
282,0.0000554000,0.0000543000,0.0000667000
283,0.0000550000,0.0000624000,0.0000692000
284,0.0000584000,0.0000583000,0.0000729000
285,0.0000655000,0.0000622000,0.0000879000
286,0.0000556000,0.0000554000,0.0001104000
287,0.0001045000,0.0000717000,0.0000786000
288,0.0000580000,0.0000610000,0.0000729000
289,0.0000577000,0.0000558000,0.0000687000
290,0.0000636000,0.0000580000,0.0000710000
291,0.0000595000,0.0000602000,0.0000728000
292,0.0000591000,0.0000636000,0.0000716000
293,0.0000601000,0.0000619000,0.0000803000
294,0.0000647000,0.0000602000,0.0000752000
295,0.0000580000,0.0000571000,0.0000702000
296,0.0000570000,0.0000575000,0.0000693000
297,0.0000621000,0.0000581000,0.0000708000
298,0.0000579000,0.0000577000,0.0000698000
299,0.0000578000,0.0000631000,0.0000708000
300,0.0000578000,0.0000575000,0.0000717000
301,0.0000580000,0.0000582000,0.0000759000
302,0.0000587000,0.0000595000,0.0000712000
303,0.0000589000,0.0000595000,0.0000713000
304,0.0000661000,0.0000598000,0.0000727000
305,0.0000590000,0.0000595000,0.0000721000
306,0.0000591000,0.0000636000,0.0000751000
307,0.0000626000,0.0000625000,0.0000747000
308,0.0000629000,0.0000625000,0.0000784000
309,0.0000594000,0.0000597000,0.0000729000
310,0.0000596000,0.0000601000,0.0000730000
311,0.0000643000,0.0000600000,0.0000740000
312,0.0000609000,0.0000599000,0.0000730000
313,0.0000613000,0.0000657000,0.0000754000
314,0.0000623000,0.0000621000,0.0000757000
315,0.0000613000,0.0000661000,0.0000786000
316,0.0000638000,0.0000650000,0.0000775000
317,0.0000640000,0.0000651000,0.0000813000
318,0.0000627000,0.0000663000,0.0000813000
319,0.0000645000,0.0000626000,0.0000753000
320,0.0000654000,0.0000638000,0.0000782000
321,0.0000653000,0.0000643000,0.0000791000
322,0.0000692000,0.0000649000,0.0000785000
323,0.0000661000,0.0000655000,0.0000797000
324,0.0000700000,0.0000629000,0.0000766000
325,0.0000639000,0.0000630000,0.0000775000
326,0.0000637000,0.0000700000,0.0000800000
327,0.0000669000,0.0000667000,0.0000802000
328,0.0000672000,0.0000697000,0.0000778000
329,0.0000646000,0.0000642000,0.0000786000
330,0.0000643000,0.0000685000,0.0000792000
331,0.0000646000,0.0000644000,0.0000790000
332,0.0000646000,0.0000646000,0.0000863000
333,0.0000692000,0.0000677000,0.0000815000
334,0.0000679000,0.0000667000,0.0000896000
335,0.0000684000,0.0000681000,0.0000827000
336,0.0000681000,0.0000682000,0.0000853000
337,0.0000733000,0.0000652000,0.0000795000
338,0.0000657000,0.0000648000,0.0000861000
339,0.0000686000,0.0000674000,0.0000837000
340,0.0000683000,0.0000684000,0.0000888000
341,0.0000698000,0.0000731000,0.0000814000
342,0.0000660000,0.0000658000,0.0000866000
343,0.0000704000,0.0000711000,0.0000851000
344,0.0000704000,0.0000704000,0.0000912000
345,0.0000725000,0.0000733000,0.0000878000
346,0.0000729000,0.0000721000,0.0000885000
347,0.0000685000,0.0000679000,0.0000822000
348,0.0000682000,0.0000681000,0.0000903000
349,0.0000745000,0.0000742000,0.0000865000
350,0.0000688000,0.0000691000,0.0000896000
351,0.0000705000,0.0000711000,0.0000870000
352,0.0000708000,0.0000714000,0.0000905000
353,0.0000724000,0.0000712000,0.0000865000
354,0.0000721000,0.0000714000,0.0000905000
355,0.0000727000,0.0000719000,0.0000871000
356,0.0000785000,0.0000799000,0.0000878000
357,0.0000726000,0.0000723000,0.0000881000
358,0.0000722000,0.0000892000,0.0001024000
359,0.0000860000,0.0000835000,0.0000906000
360,0.0000695000,0.0000771000,0.0000892000
361,0.0000725000,0.0000724000,0.0001001000
362,0.0000937000,0.0000881000,0.0000864000
363,0.0000700000,0.0000698000,0.0000870000
364,0.0000763000,0.0000707000,0.0000879000
365,0.0000717000,0.0000718000,0.0000889000
366,0.0000755000,0.0000710000,0.0000878000
367,0.0000722000,0.0000710000,0.0000866000
368,0.0000829000,0.0000718000,0.0000887000
369,0.0000772000,0.0000718000,0.0000918000
370,0.0000738000,0.0000720000,0.0000895000
371,0.0000731000,0.0000725000,0.0000945000
372,0.0000761000,0.0000761000,0.0000933000
373,0.0000755000,0.0000761000,0.0000953000
374,0.0000756000,0.0000762000,0.0001002000
375,0.0000729000,0.0000772000,0.0000893000
376,0.0000730000,0.0000754000,0.0000943000
377,0.0000764000,0.0000818000,0.0000898000
378,0.0000742000,0.0000774000,0.0000920000
379,0.0000771000,0.0000729000,0.0000900000
380,0.0000731000,0.0000731000,0.0000900000
381,0.0000799000,0.0000797000,0.0000929000
382,0.0000759000,0.0000759000,0.0000972000
383,0.0000748000,0.0000740000,0.0000912000
384,0.0000731000,0.0000733000,0.0000973000
385,0.0000742000,0.0000742000,0.0000918000
386,0.0000751000,0.0000739000,0.0000930000
387,0.0000744000,0.0000741000,0.0000925000
388,0.0000749000,0.0000830000,0.0000931000
389,0.0000750000,0.0000745000,0.0000926000
390,0.0000814000,0.0000760000,0.0000935000
391,0.0000756000,0.0000756000,0.0000931000
392,0.0000815000,0.0000763000,0.0000944000
393,0.0000767000,0.0000764000,0.0001001000
394,0.0000764000,0.0000763000,0.0000963000
395,0.0000764000,0.0000766000,0.0000985000
396,0.0000765000,0.0000764000,0.0000953000
397,0.0000764000,0.0000805000,0.0000945000
398,0.0000773000,0.0000770000,0.0000949000
399,0.0000811000,0.0000782000,0.0000967000
400,0.0000781000,0.0000785000,0.0000958000
401,0.0000782000,0.0000781000,0.0000960000
402,0.0000790000,0.0000778000,0.0001001000
403,0.0000804000,0.0000810000,0.0000958000
404,0.0000782000,0.0000837000,0.0000997000
405,0.0000813000,0.0000801000,0.0000998000
406,0.0000844000,0.0000779000,0.0000984000
407,0.0000791000,0.0000788000,0.0001039000
408,0.0000837000,0.0000834000,0.0001058000
409,0.0000884000,0.0000852000,0.0000978000
410,0.0000801000,0.0000784000,0.0000973000
411,0.0000838000,0.0000798000,0.0000986000
412,0.0000800000,0.0000790000,0.0000980000
413,0.0000837000,0.0000800000,0.0000983000
414,0.0000795000,0.0000792000,0.0001038000
415,0.0000811000,0.0000805000,0.0000989000
416,0.0000811000,0.0000884000,0.0001018000
417,0.0000843000,0.0000834000,0.0001581000
418,0.0001697000,0.0001601000,0.0001470000
419,0.0000950000,0.0000854000,0.0001063000
420,0.0000892000,0.0000891000,0.0001204000
421,0.0000819000,0.0000872000,0.0001041000
422,0.0000853000,0.0000882000,0.0001034000
423,0.0000854000,0.0000849000,0.0001037000
424,0.0000865000,0.0000814000,0.0001007000
425,0.0000817000,0.0000823000,0.0001060000
426,0.0000827000,0.0000819000,0.0001012000
427,0.0000843000,0.0000920000,0.0001103000
428,0.0000870000,0.0000863000,0.0001067000
429,0.0000871000,0.0000834000,0.0001039000
430,0.0000831000,0.0000833000,0.0001094000
431,0.0000855000,0.0000851000,0.0001178000
432,0.0000850000,0.0000920000,0.0001113000
433,0.0000876000,0.0000860000,0.0001102000
434,0.0000847000,0.0000838000,0.0001043000
435,0.0000845000,0.0000924000,0.0001052000
436,0.0000846000,0.0000842000,0.0001049000
437,0.0000893000,0.0000844000,0.0001034000
438,0.0000852000,0.0000844000,0.0001108000
439,0.0000863000,0.0000850000,0.0001059000
440,0.0000863000,0.0000933000,0.0001080000
441,0.0000894000,0.0000884000,0.0001138000
442,0.0000857000,0.0000847000,0.0001046000
443,0.0000850000,0.0000892000,0.0001057000
444,0.0000857000,0.0000856000,0.0001061000
445,0.0000905000,0.0000856000,0.0001061000
446,0.0000857000,0.0000862000,0.0001105000
447,0.0000869000,0.0000858000,0.0001083000
448,0.0000862000,0.0000971000,0.0001100000
449,0.0000898000,0.0000886000,0.0001140000
450,0.0000876000,0.0000870000,0.0001079000
451,0.0000936000,0.0000933000,0.0001164000
452,0.0000943000,0.0000936000,0.0001152000
453,0.0000918000,0.0000936000,0.0001106000
454,0.0000875000,0.0000913000,0.0001083000
455,0.0000876000,0.0000876000,0.0001079000
456,0.0000924000,0.0000876000,0.0001109000
457,0.0000875000,0.0000875000,0.0001128000
458,0.0000885000,0.0000885000,0.0001089000
459,0.0000928000,0.0000886000,0.0001102000
460,0.0000892000,0.0000887000,0.0001169000
461,0.0000929000,0.0000940000,0.0001140000
462,0.0000981000,0.0000934000,0.0001148000
463,0.0000937000,0.0000932000,0.0001220000
464,0.0000959000,0.0000945000,0.0001170000
465,0.0000997000,0.0000892000,0.0001120000
466,0.0000899000,0.0000896000,0.0001201000
467,0.0000949000,0.0000938000,0.0001164000
468,0.0000976000,0.0000913000,0.0001119000
469,0.0000906000,0.0000910000,0.0001885000
470,0.0001067000,0.0000985000,0.0001120000
471,0.0000912000,0.0000912000,0.0001130000
472,0.0000911000,0.0000954000,0.0001538000
473,0.0001582000,0.0001176000,0.0001153000
474,0.0000940000,0.0000927000,0.0001163000
475,0.0001004000,0.0000972000,0.0001188000
476,0.0000974000,0.0000993000,0.0001149000
477,0.0000925000,0.0000977000,0.0001348000
478,0.0000973000,0.0000983000,0.0001211000
479,0.0000936000,0.0001008000,0.0001185000
480,0.0000975000,0.0000964000,0.0001220000
481,0.0000931000,0.0000928000,0.0001163000
482,0.0000996000,0.0000936000,0.0001181000
483,0.0000951000,0.0000951000,0.0001287000
484,0.0000975000,0.0000979000,0.0001199000
485,0.0000999000,0.0000931000,0.0001156000
486,0.0000943000,0.0000988000,0.0001193000
487,0.0000965000,0.0000963000,0.0001184000
488,0.0000946000,0.0000948000,0.0001179000
489,0.0000949000,0.0000988000,0.0001182000
490,0.0000954000,0.0000947000,0.0001226000
491,0.0000948000,0.0000939000,0.0001170000
492,0.0000957000,0.0001042000,0.0001224000
493,0.0001004000,0.0000992000,0.0001401000
494,0.0001052000,0.0001024000,0.0001234000
495,0.0001060000,0.0001014000,0.0001247000
496,0.0001020000,0.0001027000,0.0001250000
497,0.0001014000,0.0000962000,0.0001278000
498,0.0001011000,0.0001044000,0.0001304000
499,0.0001038000,0.0000958000,0.0001193000
500,0.0000969000,0.0000974000,0.0001247000
501,0.0000971000,0.0000962000,0.0001195000
502,0.0001022000,0.0000988000,0.0001222000
503,0.0000970000,0.0001058000,0.0001270000
504,0.0001031000,0.0001027000,0.0001294000
505,0.0000985000,0.0000972000,0.0001219000
506,0.0001033000,0.0000970000,0.0001211000
507,0.0000989000,0.0001016000,0.0001225000
508,0.0000988000,0.0000985000,0.0001267000
509,0.0001043000,0.0001038000,0.0001283000
510,0.0001087000,0.0000972000,0.0001205000
511,0.0000978000,0.0000977000,0.0001307000
512,0.0001035000,0.0001036000,0.0001259000
513,0.0001078000,0.0001042000,0.0001270000
514,0.0001030000,0.0001085000,0.0001288000
515,0.0001040000,0.0001135000,0.0001837000
516,0.0001069000,0.0001067000,0.0001418000
517,0.0001260000,0.0002861000,0.0001336000
518,0.0002130000,0.0002259000,0.0001249000
519,0.0001020000,0.0001065000,0.0001259000
520,0.0001000000,0.0001000000,0.0001256000
521,0.0001005000,0.0001009000,0.0001287000
522,0.0001015000,0.0001013000,0.0001272000
523,0.0001019000,0.0001017000,0.0001266000
524,0.0001022000,0.0001037000,0.0001285000
525,0.0001024000,0.0001009000,0.0001262000
526,0.0001017000,0.0001017000,0.0001264000
527,0.0001015000,0.0001018000,0.0001264000
528,0.0001027000,0.0001022000,0.0001271000
529,0.0001030000,0.0001026000,0.0001272000
530,0.0001028000,0.0001035000,0.0001285000
531,0.0001034000,0.0001116000,0.0001281000
532,0.0001034000,0.0001035000,0.0001380000
533,0.0001108000,0.0001116000,0.0001397000
534,0.0001115000,0.0001046000,0.0001297000
535,0.0001046000,0.0001134000,0.0001369000
536,0.0001101000,0.0001113000,0.0001368000
537,0.0001084000,0.0001057000,0.0001347000
538,0.0001132000,0.0001147000,0.0001413000
539,0.0001166000,0.0001121000,0.0001391000
540,0.0001112000,0.0001173000,0.0001400000
541,0.0001114000,0.0001136000,0.0001405000
542,0.0001106000,0.0001100000,0.0001410000
543,0.0001079000,0.0001068000,0.0001319000
544,0.0001118000,0.0001067000,0.0001320000
545,0.0001068000,0.0001127000,0.0001354000
546,0.0001087000,0.0001083000,0.0001383000
547,0.0001079000,0.0001083000,0.0001346000
548,0.0001083000,0.0001078000,0.0001340000
549,0.0001123000,0.0001083000,0.0001337000
550,0.0001080000,0.0001135000,0.0001354000
551,0.0001093000,0.0001105000,0.0001473000
552,0.0001152000,0.0001140000,0.0001412000
553,0.0001119000,0.0001102000,0.0001378000
554,0.0001145000,0.0001091000,0.0001358000
555,0.0001108000,0.0001166000,0.0001458000
556,0.0001149000,0.0001149000,0.0001473000
557,0.0001109000,0.0001116000,0.0001444000
558,0.0001106000,0.0001111000,0.0005074000
559,0.0001479000,0.0001520000,0.0002134000
560,0.0001602000,0.0001330000,0.0001648000
561,0.0001420000,0.0001122000,0.0001378000
562,0.0001120000,0.0001173000,0.0001391000
563,0.0001132000,0.0001129000,0.0001415000
564,0.0001120000,0.0001115000,0.0001420000
565,0.0001187000,0.0001179000,0.0001460000
566,0.0001181000,0.0001112000,0.0001406000
567,0.0001123000,0.0001187000,0.0001428000
568,0.0001182000,0.0001182000,0.0001409000
569,0.0001135000,0.0001127000,0.0001458000
570,0.0001140000,0.0001143000,0.0001437000
571,0.0001144000,0.0001131000,0.0001417000
572,0.0001175000,0.0001135000,0.0001419000
573,0.0001152000,0.0001232000,0.0001456000
574,0.0001167000,0.0001204000,0.0001446000
575,0.0001177000,0.0001193000,0.0001493000
576,0.0001157000,0.0001160000,0.0001503000
577,0.0001156000,0.0001154000,0.0001432000
578,0.0001217000,0.0001153000,0.0001434000
579,0.0001202000,0.0001146000,0.0001424000
580,0.0001154000,0.0001236000,0.0001516000
581,0.0001248000,0.0001279000,0.0001467000
582,0.0001175000,0.0001182000,0.0001485000
583,0.0001165000,0.0001157000,0.0001479000
584,0.0001184000,0.0001185000,0.0001462000
585,0.0001279000,0.0001255000,0.0001525000
586,0.0001258000,0.0001170000,0.0001447000
587,0.0001169000,0.0001214000,0.0001442000
588,0.0001173000,0.0001214000,0.0001537000
589,0.0001228000,0.0001235000,0.0001511000
590,0.0001176000,0.0001184000,0.0001501000
591,0.0001184000,0.0001166000,0.0001461000
592,0.0001221000,0.0001182000,0.0001470000
593,0.0001259000,0.0001177000,0.0001453000
594,0.0001175000,0.0001286000,0.0001497000
595,0.0001227000,0.0001287000,0.0001519000
596,0.0001238000,0.0001237000,0.0003045000
597,0.0001724000,0.0001230000,0.0001558000
598,0.0001393000,0.0001288000,0.0001557000
599,0.0001320000,0.0001239000,0.0001560000
600,0.0001260000,0.0001358000,0.0001614000
601,0.0001324000,0.0001352000,0.0001610000
602,0.0001307000,0.0001337000,0.0001561000
603,0.0001247000,0.0001261000,0.0001612000
604,0.0001245000,0.0001244000,0.0001607000
605,0.0001245000,0.0001291000,0.0001579000
