Tamanio,Mejor Caso,Peor Caso,Caso Promedio
163,0.0000638000,0.0000621000,0.0000695000
164,0.0000625000,0.0000597000,0.0001018000
165,0.0000607000,0.0000743000,0.0000770000
166,0.0000552000,0.0000640000,0.0000712000
167,0.0000902000,0.0000812000,0.0001066000
168,0.0000880000,0.0000908000,0.0000978000
169,0.0000900000,0.0001024000,0.0000989000
170,0.0000913000,0.0000885000,0.0000916000
171,0.0000822000,0.0000804000,0.0000928000
172,0.0000898000,0.0000895000,0.0000983000
173,0.0000900000,0.0000674000,0.0000811000
174,0.0000698000,0.0000405000,0.0000484000
175,0.0000451000,0.0000392000,0.0000479000
176,0.0000429000,0.0000382000,0.0000664000
177,0.0000559000,0.0000489000,0.0000466000
178,0.0000546000,0.0000703000,0.0000540000
179,0.0000441000,0.0000427000,0.0000724000
180,0.0000540000,0.0000406000,0.0000547000
181,0.0000685000,0.0000682000,0.0000526000
182,0.0000473000,0.0000446000,0.0000727000
183,0.0000444000,0.0000443000,0.0000506000
184,0.0000560000,0.0000752000,0.0000538000
185,0.0000425000,0.0000811000,0.0000860000
186,0.0000565000,0.0000722000,0.0000907000
187,0.0000630000,0.0000583000,0.0000957000
188,0.0000591000,0.0000546000,0.0000571000
189,0.0000839000,0.0000968000,0.0001179000
190,0.0000598000,0.0000554000,0.0000868000
191,0.0000706000,0.0000906000,0.0001164000
192,0.0000976000,0.0001113000,0.0001099000
193,0.0001016000,0.0001138000,0.0001277000
194,0.0000993000,0.0000857000,0.0001167000
195,0.0001064000,0.0000637000,0.0001003000
196,0.0001160000,0.0001047000,0.0001199000
197,0.0000875000,0.0001041000,0.0001057000
198,0.0000564000,0.0000635000,0.0000725000
199,0.0000632000,0.0000614000,0.0000990000
200,0.0000965000,0.0000929000,0.0000939000
201,0.0000642000,0.0000462000,0.0000542000
202,0.0000454000,0.0000532000,0.0000605000
203,0.0000686000,0.0000475000,0.0000964000
204,0.0000855000,0.0000792000,0.0000987000
205,0.0000686000,0.0000470000,0.0000533000
206,0.0000632000,0.0000439000,0.0000572000
207,0.0000610000,0.0000622000,0.0000757000
208,0.0000449000,0.0000777000,0.0000813000
209,0.0000603000,0.0000688000,0.0000604000
210,0.0000570000,0.0000853000,0.0000621000
211,0.0000449000,0.0000404000,0.0000753000
212,0.0000457000,0.0000462000,0.0000557000
213,0.0000763000,0.0000457000,0.0000692000
214,0.0000828000,0.0001081000,0.0001227000
215,0.0001095000,0.0000794000,0.0001102000
216,0.0000659000,0.0000608000,0.0000955000
217,0.0000661000,0.0000651000,0.0001372000
218,0.0000701000,0.0000756000,0.0001155000
219,0.0001057000,0.0001088000,0.0000753000
220,0.0000986000,0.0000853000,0.0001180000
221,0.0000710000,0.0001194000,0.0001128000
222,0.0000672000,0.0000659000,0.0000673000
223,0.0000682000,0.0000613000,0.0000784000
224,0.0000637000,0.0000520000,0.0000659000
225,0.0000592000,0.0000613000,0.0000743000
226,0.0000679000,0.0000590000,0.0000975000
227,0.0001213000,0.0000734000,0.0000842000
228,0.0000726000,0.0000492000,0.0000531000
229,0.0000693000,0.0000512000,0.0000586000
230,0.0000462000,0.0000432000,0.0000727000
231,0.0000473000,0.0000505000,0.0000711000
232,0.0000743000,0.0000476000,0.0000531000
233,0.0000450000,0.0000609000,0.0000667000
234,0.0000442000,0.0000444000,0.0000812000
235,0.0000503000,0.0000509000,0.0000717000
236,0.0000642000,0.0000546000,0.0000541000
237,0.0000772000,0.0000518000,0.0000564000
238,0.0000482000,0.0000444000,0.0000832000
239,0.0000655000,0.0000459000,0.0000560000
240,0.0000740000,0.0000506000,0.0000640000
241,0.0000483000,0.0000709000,0.0000621000
242,0.0000512000,0.0000556000,0.0000771000
243,0.0000507000,0.0000481000,0.0000570000
244,0.0000654000,0.0000776000,0.0000627000
245,0.0000478000,0.0000463000,0.0000766000
246,0.0000520000,0.0000490000,0.0000614000
247,0.0000546000,0.0000589000,0.0000587000
248,0.0000578000,0.0000802000,0.0000662000
249,0.0000537000,0.0000533000,0.0000724000
250,0.0000753000,0.0000547000,0.0000606000
251,0.0000640000,0.0000656000,0.0000729000
252,0.0000575000,0.0000721000,0.0000665000
253,0.0000486000,0.0000485000,0.0000825000
254,0.0000658000,0.0000577000,0.0000691000
255,0.0000993000,0.0000964000,0.0001093000
256,0.0000557000,0.0000596000,0.0000875000
257,0.0000575000,0.0000557000,0.0001106000
258,0.0000594000,0.0000596000,0.0000756000
259,0.0000614000,0.0000611000,0.0000747000
260,0.0000637000,0.0000641000,0.0000735000
261,0.0000626000,0.0000714000,0.0000671000
262,0.0000557000,0.0000573000,0.0000741000
263,0.0000677000,0.0000787000,0.0000778000
264,0.0000517000,0.0000576000,0.0000936000
265,0.0000566000,0.0000533000,0.0000909000
266,0.0000657000,0.0000604000,0.0000709000
267,0.0000914000,0.0000968000,0.0001278000
268,0.0001036000,0.0000688000,0.0000952000
269,0.0000627000,0.0000629000,0.0000665000
270,0.0000849000,0.0000640000,0.0000662000
271,0.0000791000,0.0000587000,0.0001044000
272,0.0001152000,0.0000875000,0.0001473000
273,0.0000829000,0.0001123000,0.0001038000
274,0.0000781000,0.0001006000,0.0001005000
275,0.0000769000,0.0000800000,0.0000963000
276,0.0000748000,0.0000762000,0.0001035000
277,0.0000783000,0.0000774000,0.0000886000
278,0.0000619000,0.0000653000,0.0000843000
279,0.0000692000,0.0000767000,0.0000869000
280,0.0000689000,0.0000655000,0.0000812000
281,0.0000700000,0.0000632000,0.0000846000
282,0.0000739000,0.0000721000,0.0001653000
283,0.0000850000,0.0000839000,0.0001014000
284,0.0000627000,0.0000601000,0.0001015000
285,0.0000626000,0.0000594000,0.0000798000
286,0.0000594000,0.0000586000,0.0000845000
287,0.0000661000,0.0000617000,0.0000736000
288,0.0000615000,0.0000606000,0.0000735000
289,0.0000667000,0.0000581000,0.0000709000
290,0.0000600000,0.0000598000,0.0000732000
291,0.0000612000,0.0000646000,0.0000731000
292,0.0000604000,0.0000591000,0.0000713000
293,0.0000770000,0.0000606000,0.0000800000
294,0.0000628000,0.0000620000,0.0000782000
295,0.0000642000,0.0000621000,0.0000752000
296,0.0000655000,0.0000595000,0.0000881000
297,0.0000667000,0.0000643000,0.0000752000
298,0.0000670000,0.0000686000,0.0000764000
299,0.0000645000,0.0000659000,0.0000775000
300,0.0000647000,0.0000705000,0.0000744000
301,0.0000618000,0.0000764000,0.0000745000
302,0.0000602000,0.0000612000,0.0000850000
303,0.0000608000,0.0000603000,0.0000736000
304,0.0000615000,0.0000599000,0.0000742000
305,0.0000753000,0.0000602000,0.0000745000
306,0.0000629000,0.0000605000,0.0000745000
307,0.0000613000,0.0000653000,0.0000760000
308,0.0000623000,0.0000615000,0.0000769000
309,0.0000616000,0.0000614000,0.0000793000
310,0.0000621000,0.0000604000,0.0000744000
311,0.0000639000,0.0000605000,0.0000793000
312,0.0000656000,0.0000678000,0.0000791000
313,0.0000662000,0.0000683000,0.0000798000
314,0.0000676000,0.0000691000,0.0000913000
315,0.0000651000,0.0000682000,0.0000774000
316,0.0000695000,0.0000641000,0.0000808000
317,0.0000666000,0.0000615000,0.0000769000
318,0.0000628000,0.0000778000,0.0000797000
319,0.0000633000,0.0000612000,0.0000765000
320,0.0000628000,0.0000666000,0.0000822000
321,0.0000658000,0.0000653000,0.0000791000
322,0.0000656000,0.0000665000,0.0000857000
323,0.0000672000,0.0000656000,0.0000854000
324,0.0000755000,0.0000917000,0.0001188000
325,0.0001465000,0.0001375000,0.0001884000
326,0.0001040000,0.0001195000,0.0001072000
327,0.0000719000,0.0000680000,0.0000819000
328,0.0000711000,0.0000775000,0.0000990000
329,0.0000804000,0.0000665000,0.0000835000
330,0.0000684000,0.0000659000,0.0000845000
331,0.0000673000,0.0000657000,0.0000803000
332,0.0000679000,0.0000656000,0.0000870000
333,0.0000683000,0.0000663000,0.0000822000
334,0.0000674000,0.0000669000,0.0000844000
335,0.0000648000,0.0000641000,0.0000790000
336,0.0000651000,0.0000637000,0.0000846000
337,0.0000690000,0.0000674000,0.0000837000
338,0.0000695000,0.0000672000,0.0000864000
339,0.0000668000,0.0000647000,0.0000800000
340,0.0000661000,0.0000650000,0.0000809000
341,0.0000678000,0.0000665000,0.0000827000
342,0.0000679000,0.0000667000,0.0000821000
343,0.0000672000,0.0000666000,0.0000832000
344,0.0000782000,0.0000742000,0.0000903000
345,0.0000728000,0.0000670000,0.0000824000
346,0.0000685000,0.0000669000,0.0000932000
347,0.0000740000,0.0000705000,0.0000839000
348,0.0000701000,0.0000682000,0.0000838000
349,0.0000731000,0.0000675000,0.0000838000
350,0.0000686000,0.0000682000,0.0000841000
351,0.0000745000,0.0000696000,0.0000857000
352,0.0000698000,0.0000688000,0.0000855000
353,0.0000773000,0.0000721000,0.0000894000
354,0.0000735000,0.0000722000,0.0000922000
355,0.0000721000,0.0000720000,0.0000881000
356,0.0000723000,0.0000723000,0.0000919000
357,0.0000695000,0.0000695000,0.0000855000
358,0.0000705000,0.0000691000,0.0000907000
359,0.0000715000,0.0000698000,0.0000856000
360,0.0000704000,0.0000697000,0.0000910000
361,0.0000714000,0.0000694000,0.0000877000
362,0.0000719000,0.0000698000,0.0000934000
363,0.0000742000,0.0000732000,0.0000912000
364,0.0000739000,0.0000775000,0.0000916000
365,0.0000757000,0.0000752000,0.0000913000
366,0.0000753000,0.0000810000,0.0000927000
367,0.0000771000,0.0000756000,0.0000930000
368,0.0000806000,0.0000747000,0.0000928000
369,0.0000761000,0.0000754000,0.0000916000
370,0.0000740000,0.0000725000,0.0000907000
371,0.0000750000,0.0000733000,0.0000967000
372,0.0000823000,0.0000854000,0.0000953000
373,0.0000774000,0.0000761000,0.0000949000
374,0.0000735000,0.0000729000,0.0000909000
375,0.0000739000,0.0000774000,0.0000895000
376,0.0000733000,0.0000724000,0.0000901000
377,0.0000734000,0.0000849000,0.0000995000
378,0.0000771000,0.0000838000,0.0000908000
379,0.0000783000,0.0000725000,0.0000900000
380,0.0000743000,0.0000725000,0.0000901000
381,0.0000780000,0.0000783000,0.0000939000
382,0.0000745000,0.0000753000,0.0000974000
383,0.0000756000,0.0000739000,0.0000909000
384,0.0000747000,0.0000737000,0.0000992000
385,0.0000745000,0.0000728000,0.0000912000
386,0.0000743000,0.0000792000,0.0000948000
387,0.0000779000,0.0001342000,0.0001027000
388,0.0001355000,0.0000995000,0.0001029000
389,0.0000823000,0.0000901000,0.0001150000
390,0.0000830000,0.0000814000,0.0001012000
391,0.0000815000,0.0000838000,0.0001087000
392,0.0000812000,0.0000802000,0.0000989000
393,0.0000834000,0.0000952000,0.0001199000
394,0.0000899000,0.0000751000,0.0000939000
395,0.0000824000,0.0000868000,0.0001160000
396,0.0000947000,0.0001166000,0.0001494000
397,0.0001709000,0.0001497000,0.0001668000
398,0.0001117000,0.0000999000,0.0001378000
399,0.0000997000,0.0001035000,0.0001085000
400,0.0000895000,0.0001134000,0.0001286000
401,0.0001028000,0.0001126000,0.0001247000
402,0.0000954000,0.0000807000,0.0000992000
403,0.0000818000,0.0000799000,0.0001107000
404,0.0000932000,0.0000827000,0.0000999000
405,0.0000827000,0.0000859000,0.0000964000
406,0.0000786000,0.0000781000,0.0000974000
407,0.0000786000,0.0000827000,0.0000973000
408,0.0000784000,0.0000779000,0.0000963000
409,0.0000863000,0.0000826000,0.0001029000
410,0.0000840000,0.0000819000,0.0001060000
411,0.0000840000,0.0000835000,0.0001023000
412,0.0000832000,0.0000857000,0.0000988000
413,0.0000816000,0.0000804000,0.0001000000
414,0.0000876000,0.0000830000,0.0001014000
415,0.0000839000,0.0000840000,0.0001044000
416,0.0000808000,0.0000795000,0.0001000000
417,0.0000803000,0.0000842000,0.0000989000
418,0.0000823000,0.0000806000,0.0001005000
419,0.0000859000,0.0000813000,0.0001097000
420,0.0000867000,0.0000870000,0.0001129000
421,0.0000864000,0.0000847000,0.0001033000
422,0.0000864000,0.0000885000,0.0001051000
423,0.0000869000,0.0000849000,0.0001048000
424,0.0000867000,0.0000821000,0.0001019000
425,0.0000919000,0.0000841000,0.0001068000
426,0.0000831000,0.0000846000,0.0001056000
427,0.0000902000,0.0000823000,0.0001018000
428,0.0000830000,0.0000816000,0.0001069000
429,0.0000840000,0.0000881000,0.0001028000
430,0.0000821000,0.0000893000,0.0001047000
431,0.0000831000,0.0000833000,0.0001021000
432,0.0000914000,0.0000833000,0.0001025000
433,0.0000844000,0.0000832000,0.0001087000
434,0.0000899000,0.0000886000,0.0001087000
435,0.0000885000,0.0000922000,0.0001087000
436,0.0000888000,0.0000875000,0.0001081000
437,0.0000882000,0.0000881000,0.0001079000
438,0.0000880000,0.0000923000,0.0001082000
439,0.0000881000,0.0000884000,0.0010171000
440,0.0000904000,0.0000901000,0.0001246000
441,0.0001200000,0.0000920000,0.0001074000
442,0.0000895000,0.0000953000,0.0001124000
443,0.0001038000,0.0001039000,0.0001241000
444,0.0001019000,0.0000884000,0.0001088000
445,0.0000911000,0.0000883000,0.0001172000
446,0.0000925000,0.0000915000,0.0001139000
447,0.0000965000,0.0000907000,0.0001132000
448,0.0000928000,0.0000918000,0.0001171000
449,0.0000916000,0.0000906000,0.0001122000
450,0.0000988000,0.0000947000,0.0001172000
451,0.0000943000,0.0000916000,0.0001176000
452,0.0000879000,0.0000873000,0.0001084000
453,0.0000936000,0.0000878000,0.0001112000
454,0.0000896000,0.0000880000,0.0001137000
455,0.0000885000,0.0000866000,0.0001090000
456,0.0000891000,0.0000928000,0.0001105000
457,0.0000901000,0.0000882000,0.0001140000
458,0.0000905000,0.0000898000,0.0001113000
459,0.0000916000,0.0000961000,0.0001140000
460,0.0000952000,0.0000937000,0.0001193000
461,0.0000898000,0.0000892000,0.0001099000
462,0.0000894000,0.0000957000,0.0001216000
463,0.0001005000,0.0001007000,0.0001197000
464,0.0000915000,0.0000937000,0.0001126000
465,0.0000914000,0.0000987000,0.0001169000
466,0.0000957000,0.0000957000,0.0001228000
467,0.0000911000,0.0000923000,0.0001241000
468,0.0000993000,0.0000938000,0.0001136000
469,0.0000917000,0.0000900000,0.0001196000
470,0.0000971000,0.0000954000,0.0001164000
471,0.0000995000,0.0000909000,0.0001146000
472,0.0000925000,0.0000912000,0.0001209000
473,0.0000976000,0.0000955000,0.0001193000
474,0.0001005000,0.0000909000,0.0001135000
475,0.0000937000,0.0000908000,0.0001224000
476,0.0000981000,0.0000972000,0.0001194000
477,0.0000984000,0.0000914000,0.0001139000
478,0.0000928000,0.0000970000,0.0001154000
479,0.0000941000,0.0000923000,0.0001156000
480,0.0000960000,0.0000958000,0.0001194000
481,0.0000957000,0.0000997000,0.0001193000
482,0.0000987000,0.0000972000,0.0001248000
483,0.0001037000,0.0001009000,0.0001220000
484,0.0001059000,0.0001002000,0.0001248000
485,0.0000994000,0.0001029000,0.0001225000
486,0.0001098000,0.0001490000,0.0002190000
487,0.0001227000,0.0001247000,0.0001428000
488,0.0001524000,0.0001156000,0.0001273000
489,0.0001007000,0.0001028000,0.0001248000
490,0.0001086000,0.0001069000,0.0001918000
491,0.0001459000,0.0001202000,0.0001813000
492,0.0001220000,0.0001014000,0.0001244000
493,0.0001047000,0.0001084000,0.0001233000
494,0.0001005000,0.0000991000,0.0001260000
495,0.0001028000,0.0001038000,0.0001239000
496,0.0001068000,0.0001019000,0.0001265000
497,0.0001036000,0.0001042000,0.0001307000
498,0.0001025000,0.0001024000,0.0001281000
499,0.0000990000,0.0000987000,0.0001216000
500,0.0000983000,0.0001030000,0.0001214000
501,0.0000985000,0.0000980000,0.0001293000
502,0.0001030000,0.0001037000,0.0001291000
503,0.0001086000,0.0001037000,0.0001250000
504,0.0001023000,0.0001105000,0.0001300000
505,0.0001058000,0.0001060000,0.0001328000
506,0.0001031000,0.0001036000,0.0001284000
507,0.0001138000,0.0001036000,0.0001276000
508,0.0001032000,0.0001106000,0.0001293000
509,0.0001057000,0.0001204000,0.0001268000
510,0.0000981000,0.0000992000,0.0001215000
511,0.0000995000,0.0000981000,0.0001225000
512,0.0000995000,0.0001110000,0.0001313000
513,0.0001053000,0.0001062000,0.0001301000
514,0.0000989000,0.0000993000,0.0001233000
515,0.0001089000,0.0001073000,0.0001281000
516,0.0001034000,0.0001055000,0.0001237000
517,0.0000992000,0.0000993000,0.0001291000
518,0.0001003000,0.0001004000,0.0001247000
519,0.0001050000,0.0001008000,0.0001256000
520,0.0001010000,0.0001049000,0.0001248000
521,0.0001007000,0.0001008000,0.0001292000
522,0.0001014000,0.0001006000,0.0001280000
523,0.0001107000,0.0001082000,0.0001333000
524,0.0001077000,0.0001094000,0.0001286000
525,0.0001020000,0.0001053000,0.0001331000
526,0.0001030000,0.0001047000,0.0001343000
527,0.0001070000,0.0001030000,0.0001273000
528,0.0001020000,0.0001068000,0.0001291000
529,0.0001022000,0.0001053000,0.0004227000
530,0.0001262000,0.0001137000,0.0001427000
531,0.0001234000,0.0001256000,0.0001470000
532,0.0001359000,0.0001107000,0.0001351000
533,0.0001103000,0.0001118000,0.0001333000
534,0.0001068000,0.0001108000,0.0001335000
535,0.0001066000,0.0001075000,0.0001363000
536,0.0001054000,0.0001059000,0.0001308000
537,0.0001121000,0.0001095000,0.0001360000
538,0.0001100000,0.0001113000,0.0001316000
539,0.0001054000,0.0001057000,0.0001364000
540,0.0001073000,0.0001098000,0.0001338000
541,0.0001087000,0.0001078000,0.0001342000
542,0.0001133000,0.0001127000,0.0001402000
543,0.0001123000,0.0001163000,0.0001391000
544,0.0001131000,0.0001120000,0.0001379000
545,0.0001076000,0.0001079000,0.0001331000
546,0.0001155000,0.0001136000,0.0001415000
547,0.0001200000,0.0001136000,0.0001408000
548,0.0001139000,0.0001181000,0.0001353000
549,0.0001115000,0.0001083000,0.0001421000
550,0.0001099000,0.0001091000,0.0001439000
551,0.0001178000,0.0001142000,0.0001394000
552,0.0001141000,0.0001084000,0.0001370000
553,0.0001091000,0.0001184000,0.0001353000
554,0.0001092000,0.0001125000,0.0001362000
555,0.0001101000,0.0001105000,0.0001520000
556,0.0001184000,0.0001222000,0.0001448000
557,0.0001103000,0.0001102000,0.0001376000
558,0.0001158000,0.0001123000,0.0001397000
559,0.0001127000,0.0001152000,0.0001398000
560,0.0001117000,0.0001125000,0.0001445000
561,0.0001135000,0.0001141000,0.0001445000
562,0.0001202000,0.0001181000,0.0001437000
563,0.0001232000,0.0001183000,0.0001439000
564,0.0001215000,0.0001161000,0.0001430000
565,0.0001174000,0.0001199000,0.0001392000
566,0.0001146000,0.0001124000,0.0001439000
567,0.0001110000,0.0001115000,0.0001493000
568,0.0001168000,0.0001188000,0.0001462000
569,0.0001234000,0.0001167000,0.0001903000
570,0.0003387000,0.0001850000,0.0001478000
571,0.0001202000,0.0001190000,0.0001455000
572,0.0001195000,0.0001231000,0.0001459000
573,0.0001186000,0.0001296000,0.0001466000
574,0.0001155000,0.0001154000,0.0001463000
575,0.0001145000,0.0001183000,0.0001468000
576,0.0001239000,0.0001240000,0.0001517000
577,0.0001257000,0.0001327000,0.0001467000
578,0.0001264000,0.0001157000,0.0001426000
579,0.0001157000,0.0001209000,0.0001423000
580,0.0001145000,0.0001198000,0.0001486000
581,0.0001219000,0.0001206000,0.0001535000
582,0.0001210000,0.0001233000,0.0001518000
583,0.0001153000,0.0001158000,0.0001434000
584,0.0001207000,0.0001159000,0.0001437000
585,0.0001208000,0.0001156000,0.0001444000
586,0.0001165000,0.0001258000,0.0001493000
587,0.0001235000,0.0001259000,0.0001512000
588,0.0001244000,0.0001244000,0.0001551000
589,0.0001213000,0.0001224000,0.0001532000
590,0.0001181000,0.0001173000,0.0001521000
591,0.0001161000,0.0001161000,0.0001455000
592,0.0001232000,0.0001204000,0.0001490000
593,0.0001242000,0.0001171000,0.0001455000
594,0.0001167000,0.0001230000,0.0001474000
595,0.0001188000,0.0001216000,0.0001466000
596,0.0001289000,0.0001225000,0.0001506000
597,0.0001173000,0.0001168000,0.0001507000
598,0.0001249000,0.0001235000,0.0001523000
599,0.0001220000,0.0001186000,0.0001483000
600,0.0001289000,0.0001257000,0.0001523000
601,0.0001362000,0.0001193000,0.0001492000
602,0.0001220000,0.0001288000,0.0001536000
603,0.0001249000,0.0001336000,0.0001530000
604,0.0001258000,0.0001292000,0.0001546000
605,0.0001260000,0.0001274000,0.0001529000
